box_office,film_actor,film_director,film_name,film_theme,img,release_time,score
3.22亿,"本·斯蒂勒,罗宾·威廉姆斯,欧文·威尔逊,丹·史蒂文斯",肖恩·利维,博物馆奇妙夜3,"喜剧,奇幻,家庭",https://p1.meituan.net/movie/2f4411e097cc6a66598d2c6af6e3a76a346062.jpg@464w_644h_1e_1c,2015-01-04,8.4
4751万,"周润发,张艾嘉,汤唯,陈奕迅",杜琪峰,华丽上班族,"剧情,爱情,歌舞",https://p1.meituan.net/movie/fce055f6f5d0c5fc3238bff609d93fd4340673.jpg@464w_644h_1e_1c,2015-09-02,5.9
1.10亿,"谢琳·伍德蕾,提奥·詹姆斯,奥克塔维亚·斯宾瑟,杰·科特尼",罗伯特·斯文克,分歧者2：绝地反击,"惊悚,冒险,科幻",https://p1.meituan.net/movie/164ea367515ff76916be450e5b5d2b58319893.jpg@464w_644h_1e_1c,2015-06-19,7.8
408万,"弗拉德连·芭尔贝,刘纯燕,霍尊,金炜",马克西姆·斯韦什尼科夫,冰雪女王,"动画,奇幻",https://p0.meituan.net/movie/bab89c031e1694d072ab8ed27076e9b8969378.jpg@464w_644h_1e_1c,2015-08-03,8.0
4698万,"李政宰,全智贤,河正宇,吴达洙",崔东勋,暗杀,"剧情,犯罪,历史",https://p0.meituan.net/movie/859f33072962b0ba47c8736c7d79808c278130.jpg@464w_644h_1e_1c,2015-09-17,8.8
1.48亿,"范冰冰,韩庚,齐溪,杨迪",李玉,万物生长,"剧情,爱情",https://p1.meituan.net/movie/a2edc83f0dac09dae1d8810dae8b4eca732194.jpg@464w_644h_1e_1c,2015-04-17,7.0
4万,"余积廉,严晓频,廖政豪,杨树林",盛林,踏雪寻梅,动作,https://p1.meituan.net/movie/3e913c1764447bb07b691c229b4eec4a282606.jpg@464w_644h_1e_1c,2015-05-01,7.0
1582万,"叶芳,丁妍,孙科,王琪",郑成峰,阿里巴巴大盗奇兵,"喜剧,动画,冒险",https://p1.meituan.net/movie/0b93cafa2c8c87d69ede2e279f342b48770548.jpg@464w_644h_1e_1c,2015-05-23,6.3
1.49亿,"古天乐,佟丽娅,余文乐,张孝全",林岭东,谜城,"动作,惊悚,犯罪",https://p0.meituan.net/movie/a3f0ff14425de2e72a02af2db0439363394954.jpg@464w_644h_1e_1c,2015-07-30,8.0
6258万,"刘畅,白百何,唐艺昕,白举纲",秦小珍,陪安东尼度过漫长岁月,"剧情,爱情",https://p0.meituan.net/movie/791a20f66e71898bf4ce90bef230342d291502.jpg@464w_644h_1e_1c,2015-11-13,7.8
2092万,"吴镇宇,任达华,古巨基,郑浩南",刘浩良,冲锋车,"动作,犯罪",https://p1.meituan.net/movie/7a9a9543845ffdd4e3779cf8f32096a8429794.jpg@464w_644h_1e_1c,2015-04-03,7.3
2563万,"葛天,张铎,刘一莹,隋咏良",王孟圆,封门诡影,"惊悚,恐怖,悬疑",https://p0.meituan.net/movie/63151cacff35720a71f117d25c48bf13263400.jpg@464w_644h_1e_1c,2015-03-13,4.5
2211万,"杨千嬅,古天乐,何涴潆,傅舜盈",关信辉,可爱的你,剧情,https://p0.meituan.net/movie/35acb064782f31f5b7d6f59a7e362e56259237.jpg@464w_644h_1e_1c,2015-03-20,9.0
5649万,"魏楠,陈学冬,张艺兴,姜雯",魏民,从天儿降,"喜剧,科幻,爱情",https://p0.meituan.net/movie/0a8be23eb5fd12c2b0b6694da761db08261379.jpg@464w_644h_1e_1c,2015-12-04,7.5
521万,"董维嘉,王传君,陈亦飞,李佑晨",邓科,星语心愿之再爱,"爱情,奇幻",https://p1.meituan.net/movie/902b48f31e7075f72cf36335af613199272400.jpg@464w_644h_1e_1c,2015-09-11,8.0
40万,"丁震,马恩然,孔祥玉,王馥荔",丁荫楠,启功,"传记,剧情",https://p0.meituan.net/movie/8b268ef13183259fdeeea001cb2c25f4343015.jpg@464w_644h_1e_1c,2015-09-10,9.4
1253万,"葛夏,包贝尔,孙怡,王鹏",郝杰,我的青春期,"剧情,喜剧,爱情",https://p1.meituan.net/movie/772e508de62b60cf4e34d513117c464a332556.jpg@464w_644h_1e_1c,2015-11-11,6.7
7698万,"曹东飈,陶典,关晓彤,林颖",乌格斯·马特尔,洛克王国4：出发！巨人谷,动画,https://p0.meituan.net/movie/67bd56c31f71d5ce9578990ffc5b3e7d245581.jpg@464w_644h_1e_1c,2015-08-13,8.4
1123万,"阎萌萌,曹旭鹏,高明钰,赵奔",赵奔,白雪公主之神秘爸爸,"喜剧,动画,冒险",https://p0.meituan.net/movie/b069a8230c47e613898460708668f111273688.jpg@464w_644h_1e_1c,2015-08-14,8.3
1.01亿,"亚当·桑德勒,米歇尔·莫纳汉,凯文·詹姆斯,彼特·丁拉基",克里斯·哥伦布,像素大战,"喜剧,动作,科幻",https://p0.meituan.net/movie/cc19ff45609cfa31794829a7c0e988ee9400543.jpg@464w_644h_1e_1c,2015-09-15,8.0
1.12亿,"王宝强,小沈阳,大鹏,杨抒文",孙周,不可思异,"剧情,喜剧,科幻",https://p1.meituan.net/movie/d2f636cbbbfb60680de9d0f5e2887f261476005.jpg@464w_644h_1e_1c,2015-12-04,6.4
730万,"毛卫宁,彼得·费奥多罗夫,阿娜斯塔西亚·米库尔奇娜,雅戈尼娅·库兹涅佐娃",列纳特·达夫列吉亚罗夫,这里的黎明静悄悄,"剧情,战争",https://p1.meituan.net/movie/6c346c59b0b02c168dda7363dc9f8eb6319272.jpg@464w_644h_1e_1c,2015-08-25,8.8
7698万,"刘青云,林家栋,李小璐,江一燕",罗志良,消失的凶手,"动作,悬疑,犯罪",https://p0.meituan.net/movie/7d4fa8a33c0ef299d94b7b048c31d4c0207940.jpg@464w_644h_1e_1c,2015-11-27,6.4
1156万,"梁君健,索朗多吉,普布顿珠,次仁多布杰",萧寒,喜马拉雅天梯,纪录片,https://p0.meituan.net/movie/7fc84dc0248f4b2a1ae90fc8a87ed8ef249210.jpg@464w_644h_1e_1c,2015-10-16,8.5
168万,"陈翔,英达,戴立忍,周海媚",查慕春,热血男人帮,喜剧,https://p0.meituan.net/movie/8ee45033b806f0662e536dbbadeab8a06683920.jpg@464w_644h_1e_1c,2015-01-29,8.2
1268万,"方力申,邓丽欣,李丽珍,邵仲衡",叶念琛,分手再说我爱你,"喜剧,爱情",https://p0.meituan.net/movie/b55c1ac884d58a03b3c2e4df10686ba3369439.jpg@464w_644h_1e_1c,2015-12-24,8.9
3908万,"小沈阳,田亮,陈小春,熊黛林",王宁,将错就错,"喜剧,爱情",https://p0.meituan.net/movie/1a30d87fa39713ff92679800fd384966390309.jpg@464w_644h_1e_1c,2015-03-05,5.8
552万,"喻恩泰,倪虹洁,王景春,赵文琪",周伟,擦枪走火,"喜剧,爱情",https://p0.meituan.net/movie/3f9d431894f45cff8ee6e8de1c561030194508.jpg@464w_644h_1e_1c,2015-12-11,7.3
1036万,"权相佑,张雨绮,霍建华,施予斐",张林子,情敌蜜月,"喜剧,爱情",https://p0.meituan.net/movie/cef5312b529d12a814d4250d9dc1348c295311.jpg@464w_644h_1e_1c,2015-09-02,7.8
1554万,"宋慧乔,窦骁,陈乔恩,杨祐宁",伊能静,我是女王,"剧情,爱情",https://p1.meituan.net/movie/b83df45a0e392b85a95fa6e7607f1c7d267291.jpg@464w_644h_1e_1c,2015-04-15,5.0
395万,"任贤齐,贾静雯,程予希,石知田",周格泰,十七岁,"剧情,爱情",https://p1.meituan.net/movie/c188ba9684b826fb56108f6c5f78a588265958.jpg@464w_644h_1e_1c,2015-10-30,7.1
1810万,"狄菲菲,张云翼,程玉珠,孟祥龙",李炼,昆塔：盒子总动员,"喜剧,动画,冒险",https://p0.meituan.net/movie/45c0436254493cb54c699d5a56bf6096415233.jpg@464w_644h_1e_1c,2015-11-14,8.0
23万,"杨紫,郭品超,焦恩俊,高雅轩",车径行,时间都去哪了,"剧情,爱情",https://p1.meituan.net/movie/32ac92e7c6f75c5c6564b40e0d6b6dcc227331.jpg@464w_644h_1e_1c,2015-08-07,6.6
1224万,"刘青云,汤唯,井柏然,秦海璐",张婉婷,三城记,"剧情,爱情",https://p1.meituan.net/movie/1f898c7e70a1d3a36cc550e5e2e56b95486509.jpg@464w_644h_1e_1c,2015-08-28,7.8
2382万,"李晔,王晓彤,洪海天,王燕华",刘炜,三只小猪与神灯,"动画,喜剧,冒险",https://p1.meituan.net/movie/d8bb5ae81829b71d8b07af28e58fb025336141.jpg@464w_644h_1e_1c,2015-06-27,8.3
2280万,"约翰尼·德普,格温妮斯·帕特洛,伊万·麦克格雷格,奥立薇娅·玛恩",大卫·凯普,贵族大盗,"喜剧,动作",https://p1.meituan.net/movie/fa29696b0c19405a4a30084b2c58fc34231305.jpg@464w_644h_1e_1c,2015-04-17,6.7
4.14亿,"张玉中,陶泽如,刘之冰,印小天",宁海强,百团大战,"战争,历史",https://p1.meituan.net/movie/7a9d47f5f7ae9695e2e999cfed2b3bc1440430.jpg@464w_644h_1e_1c,2015-08-28,8.5
46万,"韩风,李权霖,李凤鸣,邱林",孙爱国,妈妈，让我再爱你一次,"剧情,家庭",https://p0.meituan.net/movie/b16d6ac812a51e63f348ab9292a6039c148627.jpg@464w_644h_1e_1c,2015-10-10,7.0
70万,"罗京民,孙波,于非,马燕",董春泽,全能囧爸,喜剧,https://p1.meituan.net/movie/66fe5aa1be48d44e895520176d2e9e55321034.jpg@464w_644h_1e_1c,2015-03-05,8.3
11万,"严晓频,阿依古丽",苏磊,梦开始的地方,剧情,https://p0.meituan.net/movie/b64c035c3face1a3a9a5677449161b5867052.jpg@464w_644h_1e_1c,2015-09-18,8.4
2429万,"海登·克里斯滕森,尼古拉斯·凯奇,刘亦菲,安志杰",尼克·鲍威尔,白幽灵传奇之绝命逃亡,"动作,古装",https://p1.meituan.net/movie/3acac79cdcaa0a0e4c0775c1e7415561312467.jpg@464w_644h_1e_1c,2015-04-03,4.8
3708万,"邱礼涛,古天乐,张翰,曾志伟",黄百鸣,神探驾到,"喜剧,爱情,悬疑",https://p1.meituan.net/movie/d113a4f4ad2916c83c1f04343803ac64483027.jpg@464w_644h_1e_1c,2015-02-06,3.2
2935万,"董大可,黄磊,杨子姗,何云伟",马元,兔侠之青黎传说,"动画,家庭,动作",https://p0.meituan.net/movie/2e4c70a6590c9d949d78e8856fbc3548288788.jpg@464w_644h_1e_1c,2015-02-21,8.3
1307万,"包贝尔,唐艺昕,郑恺,陈妍希",戴睿,年少轻狂,"喜剧,爱情",https://p0.meituan.net/movie/f95f7599d2b0c346575412f08343440d286252.jpg@464w_644h_1e_1c,2015-11-13,5.6
1655万,"徐娇,张兆辉,毕秀茹,宋轶",彭发,通灵之六世古宅,"恐怖,惊悚",https://p1.meituan.net/movie/76aba0f27846e4ee1378bbad2252ac6f207186.jpg@464w_644h_1e_1c,2015-07-24,4.7
2449万,"阿诺德·施瓦辛格,萨姆·沃辛顿,米瑞·伊诺丝,马克斯·马蒂尼",大卫·阿耶,破坏者,"动作,悬疑,冒险",https://p0.meituan.net/movie/362a05163561ac4b16ff47c9dc459d07358851.jpg@464w_644h_1e_1c,2015-04-24,6.6
1066万美元,"西恩·潘,伊德瑞斯·艾尔巴,哈维尔·巴登,雷·温斯顿",皮埃尔·莫瑞尔,使命召唤,"剧情,动作,犯罪",https://p0.meituan.net/movie/a176094fafcf8733cee291518786dcfd1202837.jpg@464w_644h_1e_1c,2015-09-18,7.6
948万,"皮尔斯·布鲁斯南,米拉·乔沃维奇,迪伦·麦克德莫特,安吉拉·贝塞特",詹姆斯·麦克特格,幸存者,"动作,惊悚",https://p1.meituan.net/movie/31c319cde65e38d86005949eacadd768360277.jpg@464w_644h_1e_1c,2015-10-18,7.8
81万,"买红妹,刘桦,雷牧,殷叶子",韩兆,斗地主,喜剧,https://p1.meituan.net/movie/43831f59c2dc38f6f75b0b99466abfcd700995.jpg@464w_644h_1e_1c,2015-09-11,6.7
841万,"蔡瀚亿,张兆辉,邵音音,周俊伟",杜玉贞,午夜43路,"恐怖,惊悚",https://p1.meituan.net/movie/1624d70cbfb4eba92b13877adb82b894238940.jpg@464w_644h_1e_1c,2015-06-26,4.3
54万,"李嘉琪,李浩菲,陈瑾,辛鹏",李霄峰,少女哪吒,剧情,https://p1.meituan.net/movie/d26593ef72136a772d841cc6d2a851b33461837.jpg@464w_644h_1e_1c,2015-07-11,7.4
8万,"杜海涛,赵铁人,穆梦娇,刘刚",苗述,天边的孩子,"剧情,家庭",https://p0.meituan.net/movie/5c4a9c767340596478bc51c802e838f1430280.jpg@464w_644h_1e_1c,2015-05-30,6.9
3221万,"陈意涵,窦骁,杨祐宁,宋伊人",宋迪,新步步惊心,"爱情,奇幻,古装",https://p1.meituan.net/movie/74b920881b156f76054283381291ddbb370270.jpg@464w_644h_1e_1c,2015-08-07,6.0
2093万,"张翰,张俪,李心艾,张皓然",徐正超,张震讲故事之鬼迷心窍,"悬疑,惊悚",https://p0.meituan.net/movie/568760a98e153a5eec8b0c0dc947de39248087.jpg@464w_644h_1e_1c,2015-07-03,4.4
633万,"郭家铭,刘芸,隋凯,潘霜霜",孙浩,再见我们的十年,"喜剧,爱情",https://p0.meituan.net/movie/e6c3271681c129741b4cdc7632ad5aab332532.jpg@464w_644h_1e_1c,2015-06-12,7.3
1390万,"张孝全,梁洛施,柯宇纶,李心洁",张艾嘉,念念,"剧情,爱情,家庭",https://p1.meituan.net/movie/fc76443b156c325f0117afc24a466670986219.jpg@464w_644h_1e_1c,2015-04-30,7.3
340万,"奎文赞妮·瓦利斯,杰米·福克斯,卡梅隆·迪亚兹,萝丝·拜恩",威尔·古勒,安妮：纽约奇缘,"喜剧,家庭,音乐",https://p0.meituan.net/movie/5f6b2688b8adafa472d2a833b2134be35348759.jpg@464w_644h_1e_1c,2015-01-09,8.2
22万,"翁佳慧,朱冰贞,邵天帅,魏春荣",龚应恬,红楼梦,"剧情,爱情,戏曲",https://p1.meituan.net/movie/a215e4f849ee9446d643eea2f5fb889990389.jpg@464w_644h_1e_1c,2015-07-08,9.0
1690万,"陈天璇,吉米·卡特,萨日娜,亨利·基辛格",傅红星,旋风九日,"纪录片,传记,历史",https://p0.meituan.net/movie/d2e596f590dccc922ce4e2dafd3a5f60346505.jpg@464w_644h_1e_1c,2015-05-15,9.0
406万,"辛成江,高云翔,熊乃瑾,马少骅",刘观伟,人皮拼图,"恐怖,惊悚,悬疑",https://p0.meituan.net/movie/adfa72d1a52e2b7fe34ab036e8ec1387155772.jpg@464w_644h_1e_1c,2015-09-18,4.3
2420万,"何润东,张钧甯,里拉,丁春诚",陈慧翎,我的男友和狗,爱情,https://p0.meituan.net/movie/e313177f2a192cf6131d6d32b2826626286774.jpg@464w_644h_1e_1c,2015-06-19,7.5
1047万,"游乐儿,杨曼玉,陶醉,叶思浵",关尔,笔仙魔咒,"恐怖,惊悚",https://p0.meituan.net/movie/e80b9e572ec9d35630446451b01e39f3292477.jpg@464w_644h_1e_1c,2015-10-16,4.9
