box_office,film_actor,film_director,film_name,film_theme,img,release_time,score
5.76亿,"上白石萌音,佟心竹,神木隆之介,皇贞季",新海诚,你的名字。,"爱情,动画,奇幻",https://p0.meituan.net/movie/910b2e6c7cb0da947d65ef5c33929eb9366676.jpg@464w_644h_1e_1c,2016-12-02,9.2
33.86亿,"林子聪,邓超,张雨绮,罗志祥",周星驰,美人鱼,"喜剧,爱情,科幻",https://p0.meituan.net/movie/18cf7a5bc7c2094f38200d4673766b0a333967.jpg@464w_644h_1e_1c,2016-02-08,9.0
7.69亿,"甄子丹,张晋,熊黛林,谭耀文",叶伟信,叶问3,"动作,历史,传记",https://p0.meituan.net/movie/c26d69ceb1b57612f68e16b63d68487d370012.jpg@464w_644h_1e_1c,2016-03-04,8.4
2.27亿,"约翰·马斯克,奥丽伊·卡瓦洛,道恩·强森,瑞秋·豪斯",罗恩·克莱蒙兹,海洋奇缘,"动画,动作,冒险",https://p1.meituan.net/movie/3d51b0c3fe044c00bbe68deda538ed05414588.jpg@464w_644h_1e_1c,2016-11-25,9.1
3104万,"高山南,天海祐希,林原惠美,山崎和佳奈",静野孔文,名侦探柯南：纯黑的恶梦,"动画,悬疑",https://p1.meituan.net/movie/dcf796c4f930b99413f86884b02c9681364187.jpg@464w_644h_1e_1c,2016-11-25,8.6
10.03亿,"刘岩,井柏然,鹿晗,王景春",李仁港,盗墓笔记,"惊悚,悬疑,奇幻",https://p0.meituan.net/movie/f102433d0e445907c8e80a8a40af2974306666.jpg@464w_644h_1e_1c,2016-08-05,8.0
4.83亿,"范冰冰,郭涛,大鹏,张嘉译",冯小刚,我不是潘金莲,"剧情,喜剧",https://p0.meituan.net/movie/a8a38fb589fa03000eceb64aab5f3d32314550.jpg@464w_644h_1e_1c,2016-11-18,7.8
14.69亿,"崔维斯·费米尔,宝拉·巴顿,本·福斯特,多米尼克·库珀",邓肯·琼斯,魔兽,"动作,冒险,奇幻",https://p0.meituan.net/movie/6a2d5811c1bea22769c056b219fb8ee9172088.jpg@464w_644h_1e_1c,2016-06-08,9.0
3.36亿,"吴亦凡,刘亦菲,金世佳,李沁",周拓如,致青春·原来你还在这里,"剧情,爱情",https://p0.meituan.net/movie/8293e0fd4419644cb7cf023b4275fac9270321.jpg@464w_644h_1e_1c,2016-07-08,7.7
1.07亿,"田中真弓,大谷育江,冈村明美,山路和弘",宮元宏彰,航海王之黄金城,"动画,动作,冒险",https://p1.meituan.net/movie/157caeb0d497f2b321da809fb05af96b220610.jpg@464w_644h_1e_1c,2016-11-11,9.0
8.13亿,"邓超,白百何,杨洋,张天爱",张一白,从你的全世界路过,"喜剧,爱情",https://p0.meituan.net/movie/d7098805cb2f4624f9d2720344fb7601897633.jpg@464w_644h_1e_1c,2016-09-29,8.6
11.84亿,"张涵予,彭于晏,冯文娟,吴旭东",林超贤,湄公河行动,"剧情,动作,犯罪",https://p0.meituan.net/movie/8f8efcd7a8c3dbcbe13fe2cd855ea6a42750455.jpg@464w_644h_1e_1c,2016-09-30,9.3
1856万,"赖艺,王畅唱,曲澔濬,于小凌",郑国伟,铠甲勇士捕王,"奇幻,冒险,动作",https://p0.meituan.net/movie/9f585495566f039bd60a84299eebb5a5382657.jpg@464w_644h_1e_1c,2016-10-02,8.4
1.03亿,"三瓶由布子,菊池心,竹内顺子,杉山纪彰",山下宏幸,火影忍者剧场版：博人传,"动画,动作,冒险",https://p0.meituan.net/movie/697d07431544bd44cf4343521a655738383755.jpg@464w_644h_1e_1c,2016-02-18,9.3
11.73亿,"马特·达蒙,景甜,佩德罗·帕斯卡,刘德华",张艺谋,长城,"剧情,冒险,奇幻",https://p0.meituan.net/movie/e4a3447ebe8c44eea59ab7f68790c7e2179321.jpeg@464w_644h_1e_1c,2016-12-16,8.4
3.86亿,"约翰尼·德普,安妮·海瑟薇,米娅·华希科沃斯卡,海伦娜·伯翰·卡特",詹姆斯·博宾,爱丽丝梦游仙境2：镜中奇遇记,"奇幻,冒险",https://p0.meituan.net/movie/dfc9f1a03831c8dc30de5e665a0258c4612157.jpg@464w_644h_1e_1c,2016-05-27,8.5
2.09亿,"古天乐,张智霖,周渝民,蔡少芬",林德禄,反贪风暴2,"犯罪,动作",https://p1.meituan.net/movie/1c619a9d3e926a727213848011a3f157167634.jpg@464w_644h_1e_1c,2016-09-14,8.3
1.36亿,"刘烨,张译,段博文,王子文",曹保平,追凶者也,"剧情,喜剧,犯罪",https://p1.meituan.net/movie/8ac3250b120404fce93219315084bf93655383.jpg@464w_644h_1e_1c,2016-09-14,8.5
11.99亿,"郭富城,巩俐,冯绍峰,小沈阳",郑保瑞,西游记之孙悟空三打白骨精,"喜剧,动作,奇幻",https://p0.meituan.net/movie/52f0d170379b5fed41b70e485863910c587487.jpg@464w_644h_1e_1c,2016-02-08,7.7
2.83亿,"杨龙澄,李连杰,范冰冰,黄晓明",许安,封神传奇,"动作,奇幻,古装",https://p1.meituan.net/movie/4a83b50ece6f53177dc078a9c67d1c6f506952.jpg@464w_644h_1e_1c,2016-07-29,6.2
8675万,"陶泽如,郑伟,李岷城,墨阳",吴天明,百鸟朝凤,"剧情,历史,音乐",https://p1.meituan.net/movie/8fbac7db1036a0a22f74743da469cd02342855.jpg@464w_644h_1e_1c,2016-05-06,9.1
3.38亿,"杰森·斯坦森,杰西卡·阿尔芭,汤米·李·琼斯,杨紫琼",丹尼斯·甘塞尔,机械师2：复活,"动作,犯罪",https://p0.meituan.net/movie/cac9918e3a891c3ad1410626baedd51d473272.jpg@464w_644h_1e_1c,2016-10-21,8.7
1.67亿,"周冬雨,马思纯,李程彬,李萍",曾国祥,七月与安生,"剧情,爱情",https://p1.meituan.net/movie/3e2246f094d7ab7dd57a0188bd025898163008.jpg@464w_644h_1e_1c,2016-09-14,8.7
4.40亿,"克里斯·派恩,扎克瑞·昆图,卡尔·厄本,佐伊·索尔达娜",林诣彬,星际迷航3：超越星辰,"动作,冒险,科幻",https://p0.meituan.net/movie/cf9bdee6e17ed1c90fc186a1939c43ed342463.jpg@464w_644h_1e_1c,2016-09-02,8.6
9032万,"张振益,刘纯燕,董浩,鞠萍",何澄,新大头儿子和小头爸爸2一日成才,"喜剧,动画,家庭",https://p1.meituan.net/movie/97215547e48ab4887e41721695353d30158359.jpg@464w_644h_1e_1c,2016-08-19,8.6
3.70亿,"陈坤,白百何,秦昊,喻恩泰",杨庆,火锅英雄,"剧情,爱情,犯罪",https://p1.meituan.net/movie/fba39fb65f5f1b02bf992f3ce1d45a58594245.jpg@464w_644h_1e_1c,2016-04-01,8.3
1098万,"山寺宏一,野泽雅子,中尾隆圣,堀川亮",山室直仪,龙珠Z：复活的弗利萨,"动画,动作,冒险",https://p1.meituan.net/movie/b959f4dc136620c17c35aaea3d0dd39e332125.jpg@464w_644h_1e_1c,2016-10-21,7.9
4823万,"染谷将太,深津绘里,阿部隆史,桥本爱",山崎贵,寄生兽,"恐怖,惊悚,科幻",https://p0.meituan.net/movie/e32b101e61db6920ded7bcf5a5a22fbc205674.jpg@464w_644h_1e_1c,2016-09-02,8.4
6.38亿,"杰西·艾森伯格,马克·鲁法洛,伍迪·哈里森,戴夫·弗兰科",朱浩伟,惊天魔盗团2,"喜剧,动作,惊悚",https://p0.meituan.net/movie/b2a6f8d292b2a867f9e033fae9cc482e336953.jpg@464w_644h_1e_1c,2016-06-24,8.5
2203万,"丁妍,叶芳,杨进,孙科",郑成峰,阿里巴巴2所罗门封印,"喜剧,动画,冒险",https://p1.meituan.net/movie/4feb7350e7be8bc177dabd6e253e029e1520936.jpg@464w_644h_1e_1c,2016-04-30,7.3
3954万,"郭麒麟,路知行,郭德纲,于谦",艾什·布兰农,摇滚藏獒,"动画,音乐,冒险",https://p1.meituan.net/movie/b8860717e8d8d9dc4a26122215dbdf07317552.jpg@464w_644h_1e_1c,2016-07-08,8.6
646万,"杨泽华,孔艳菊,屈峰,纪东歌",萧寒,我在故宫修文物,纪录片,https://p0.meituan.net/movie/e7263047c59ce561548476a479beeccf266780.jpg@464w_644h_1e_1c,2016-12-16,8.4
1.65亿,"乔·阿尔文,克里斯汀·斯图尔特,加内特·赫德兰,克里斯·塔克",李安,比利·林恩的中场战事,"剧情,战争",https://p1.meituan.net/movie/e43d23f52a0eff0eb5433a1b2304eb27269440.jpg@464w_644h_1e_1c,2016-11-11,8.3
3.93亿,"梅根·福克斯,威尔·阿奈特,劳拉·琳妮,斯蒂芬·阿梅尔",戴夫·格林,忍者神龟2：破影而出,"喜剧,动作,科幻,冒险",https://p0.meituan.net/movie/5d88220acfe3945cacd9b0f757bd9bab464737.jpg@464w_644h_1e_1c,2016-07-02,8.6
1.92亿,"包贝尔,宋佳,朱亚文,焦俊艳",文章,陆垚知马俐,"喜剧,爱情",https://p1.meituan.net/movie/1e703c99230991d2cdcbced5e1c1a797535438.jpg@464w_644h_1e_1c,2016-07-15,8.5
3.24亿,"王卿伟,洪金宝,刘德华,李勤勤",洪金宝,我的特工爷爷,"动作,犯罪,剧情",https://p0.meituan.net/movie/89d790d8f8524dc1f15465420d4857a5380818.jpg@464w_644h_1e_1c,2016-04-01,8.0
3745万,"有村架纯,伊藤淳史,吉田羊,野村周平",土井裕泰,垫底辣妹,"剧情,家庭",https://p1.meituan.net/movie/a102b8e5ad7c933037b11ca414511b25255782.jpg@464w_644h_1e_1c,2016-04-14,8.9
6005万,"马特维·雷科夫,玛利亚·波兹哈娃,列娃·安德烈瓦伊达,阿莲娜·契诃娃",因达尔·詹杜巴耶夫,他是龙,"爱情,冒险,奇幻",https://p1.meituan.net/movie/08641c6449600aa0f289745d122972541924644.jpg@464w_644h_1e_1c,2016-08-19,8.3
4.46亿,"马特·达蒙,艾丽西亚·维坎德,朱丽娅·斯蒂尔斯,汤米·李·琼斯",保罗·格林格拉斯,谍影重重5,"动作,惊悚,悬疑",https://p1.meituan.net/movie/0b3708b5f6c82f2c30fd341723f176ed1413054.jpeg@464w_644h_1e_1c,2016-08-23,8.3
1.60亿,"本尼迪克特·康伯巴奇,马丁·弗瑞曼,尤娜·斯塔布斯,拉珀特·格雷夫斯",道格拉斯·麦金农,神探夏洛克：可恶的新娘,"剧情,悬疑,犯罪",https://p0.meituan.net/movie/e278532b8529362913717d01494683e9200669.jpg@464w_644h_1e_1c,2016-01-04,7.6
2.35亿,"杰拉德·巴特勒,尼古拉·科斯特-瓦尔道,布兰顿·思怀兹,查德维克·博斯曼",亚历克斯·普罗亚斯,神战：权力之眼,"动作,冒险,奇幻",https://p1.meituan.net/movie/9ee29b3698bc06fc9c27c7ebac5618fa416312.jpg@464w_644h_1e_1c,2016-03-11,8.5
2.54亿,"安格斯·麦克莱恩,艾伦·德詹尼丝,徐帆,艾伯特·布鲁克斯",安德鲁·斯坦顿,海底总动员2：多莉去哪儿,"喜剧,动画,冒险",https://p0.meituan.net/movie/4c20a91505854dcd0f9617069c5fec21843230.jpg@464w_644h_1e_1c,2016-06-17,8.5
6215万,"汤姆·汉克斯,阿伦·伊克哈特,劳拉·琳妮,安娜·冈",克林特·伊斯特伍德,萨利机长,"剧情,传记,灾难",https://p1.meituan.net/movie/946e6e4182042c1e94feacb0dc93e7e3229652.jpg@464w_644h_1e_1c,2016-12-09,8.8
4398万,"刘海,赵丽颖,乔任梁,吴映洁",马伟豪,我们的十年,"剧情,爱情",https://p1.meituan.net/movie/a26e71797d794abfe91a940655633702323387.jpg@464w_644h_1e_1c,2016-09-02,7.8
3467万,"宋佳,林家栋,颜卓灵,胡歌",周隼,那年夏天你去了哪里,"悬疑,犯罪",https://p0.meituan.net/movie/92cf82a0fa4ea626a639c5736aabe222455063.jpg@464w_644h_1e_1c,2016-12-30,7.3
3.05亿,"亚历山大·斯卡斯加德,玛歌特·罗比,克里斯托弗·沃尔兹,塞缪尔·杰克逊",大卫·叶茨,泰山归来：险战丛林,"动作,冒险,战争",https://p1.meituan.net/movie/c5894f62bc6969a934632fa656eef619314367.jpg@464w_644h_1e_1c,2016-07-19,8.5
5398万,"赵本山,闫妮,热依扎,炎亚纶",高群书,过年好,喜剧,https://p0.meituan.net/movie/ca063a08127887d7e656a033444bbcf4453797.jpg@464w_644h_1e_1c,2016-02-01,7.4
5.13亿,"克雷·卡提斯,杰森·苏戴奇斯,乔什·加德,丹尼·麦克布莱德",费格尔·雷利,愤怒的小鸟,"喜剧,动画,动作",https://p0.meituan.net/movie/9be97092ed94b3fdba5d90aa2acbf16556676.jpg@464w_644h_1e_1c,2016-05-20,8.7
1.43亿,"马克·里朗斯,鲁比·巴恩希尔,黄磊,黄忆慈",史蒂文·斯皮尔伯格,圆梦巨人,"冒险,家庭,奇幻",https://p1.meituan.net/movie/276cbf75644338d7c3570e879946f41c607839.jpg@464w_644h_1e_1c,2016-10-14,8.4
495万,"王韦程,刘芮麟,林秋楠,童菲",陶声,龙拳小子,"动作,家庭,喜剧",https://p0.meituan.net/movie/f700a33d437797e9fab920322868c7dd280094.jpg@464w_644h_1e_1c,2016-08-02,8.3
1.22亿,"谢琳·伍德蕾,提奥·詹姆斯,李美琪,娜奥米·沃茨",罗伯特·斯文克,分歧者3：忠诚世界,"动作,冒险,科幻",https://p1.meituan.net/movie/11bdd333633a1a731e3be0d152b698f4334502.jpg@464w_644h_1e_1c,2016-05-20,8.0
1.28亿,"陈晓,秦岚,杜天皓,刘芮麟",张琦,睡在我上铺的兄弟,"剧情,爱情",https://p0.meituan.net/movie/9c6dc52f7d2a7ae998ae5e831c929a91224169.jpg@464w_644h_1e_1c,2016-04-01,8.2
3.39亿,"杰拉德·巴特勒,阿伦·伊克哈特,摩根·弗里曼,安吉拉·贝塞特",巴巴克·纳加非,伦敦陷落,"动作,惊悚,犯罪",https://p0.meituan.net/movie/07bb95d9647cef2122d4df0db81c7bd9422870.jpg@464w_644h_1e_1c,2016-04-08,8.5
8102万,"朴灿烈,袁姗姗,姜潮,徐珠贤",金帝荣,所以……和黑粉结婚了,"喜剧,爱情",https://p1.meituan.net/movie/79311d41bea3be8f1677c0b69a5868fa289298.jpg@464w_644h_1e_1c,2016-06-30,8.5
1693万,"凯文·亚当斯,让-保罗·卢弗,凡妮莎·吉德,奥黛丽·拉米",亚瑟·邦扎康,阿拉丁与神灯,"喜剧,爱情",https://p1.meituan.net/movie/d80fdf7f7a8e97ef8ff0dcd40c91eb18444276.jpg@464w_644h_1e_1c,2016-11-18,7.4
6100万,"汤姆·克鲁斯,寇碧·史莫德斯,阿尔迪斯·霍吉,达妮卡·亚罗什",爱德华·兹威克,侠探杰克：永不回头,"动作,冒险,犯罪",https://p1.meituan.net/movie/694b1a70c07bdef5ab761987bd5d35de342190.jpg@464w_644h_1e_1c,2016-10-21,8.1
1.06亿,"克里斯·海姆斯沃斯,查理兹·塞隆,杰西卡·查斯坦,艾米莉·布朗特",塞德里克·萨科,猎神：冬日之战,"动作,冒险,奇幻",https://p0.meituan.net/movie/399eeb52bbfd525f30f06440f8002e8f579273.jpg@464w_644h_1e_1c,2016-04-22,7.7
1.00亿,"林更新,何润东,蒋梦婕,江一燕",尔冬升,三少爷的剑,"剧情,动作,武侠",https://p0.meituan.net/movie/c3eaa8556346814f2a3a79ffef0924b4577174.jpg@464w_644h_1e_1c,2016-12-02,7.8
954万,"阮经天,杜鹃,苗侨伟,叶童",罗冬,纽约纽约,"剧情,爱情",https://p1.meituan.net/movie/5a6a6f62740a97ae065fbd5163e6f051463634.jpg@464w_644h_1e_1c,2016-04-15,7.2
2.75亿,"金依萌,杨颖,井柏然,白宇",赵天宇,微微一笑很倾城,"剧情,爱情,奇幻",https://p1.meituan.net/movie/8fc20dec3845f58e432811103bb49132895357.jpg@464w_644h_1e_1c,2016-08-12,8.3
760万,"苏晓彤,郭笑,耿明,陆琦蔚",王一淳,黑处有什么,"剧情,悬疑,犯罪",https://p1.meituan.net/movie/3753d24f88b5a66a7921ba60bab56e6e2217494.jpg@464w_644h_1e_1c,2016-10-14,7.0
654万,"刘又年,董子健,颜卓灵,林柏宏",吴子云,六弄咖啡馆,"剧情,爱情",https://p1.meituan.net/movie/1cf7a7e5382ebf3bb9e96a3778501659303324.jpg@464w_644h_1e_1c,2016-07-28,8.1
1.14亿,"谢霆锋,刘青云,佟丽娅,范晓萱",吴品儒,惊天破,"剧情,动作,犯罪",https://p1.meituan.net/movie/57e51745e38c87829a274979e92842e8492997.jpg@464w_644h_1e_1c,2016-10-20,7.2
1549万,"大卫·罗尔,布莱丹·格里森,丽莎·汉尼根,菲奥纽拉·弗拉纳根",汤姆·摩尔,海洋之歌,"动画,冒险,奇幻",https://p0.meituan.net/movie/f13f95a7f8c85acf18f8a62a47ab3475226072.jpg@464w_644h_1e_1c,2016-08-12,9.0
584万,"柏安,田淼,肖彦博,翟红玉",赵小溪,猫脸老太太,"悬疑,惊悚,恐怖",https://p1.meituan.net/movie/8c0222849f33e260983a3765352bffe6242433.jpg@464w_644h_1e_1c,2016-04-15,7.1
2243万,"矢岛晶子,楢桥美纪,藤原启治,兴梠里美",高桥涉,蜡笔小新：梦境世界大突击,"喜剧,动画",https://p1.meituan.net/movie/ab1c22fbf952470f8d2a2dfb56cf60351085999.jpg@464w_644h_1e_1c,2016-11-04,8.5
6434万,"黎明,王珞丹,林俊杰,张榕容",黄真真,消失爱人,"爱情,悬疑",https://p0.meituan.net/movie/0558c6d01508cc87841c9643419e25b0192854.jpg@464w_644h_1e_1c,2016-01-15,7.9
2.13亿,"李敏镐,钟汉良,唐嫣,吴千语",申太罗,赏金猎人,"剧情,喜剧,动作,悬疑",https://p0.meituan.net/movie/3f61b31d3bb3dc85aaa26b727c52e403173090.jpg@464w_644h_1e_1c,2016-07-01,8.4
3318万,"李东学,聂远,于小伟,宋佳伦",宁海强,勇士,"历史,战争,动作",https://p0.meituan.net/movie/487c91816e531c33063fefa657d4c6e4656569.jpeg@464w_644h_1e_1c,2016-10-14,8.7
3656万,"陈伟霆,郑秀妍,唐艺昕,谢霆锋",邹佡,那件疯狂的小事叫爱情,"喜剧,爱情",https://p0.meituan.net/movie/b64e44b18120c8a8c030d473f352c612322948.jpg@464w_644h_1e_1c,2016-08-12,7.2
7762万,"道格·斯威特兰德,安迪·萨姆伯格,凯蒂·克朗,凯尔希·格兰莫",尼古拉斯·斯托勒,逗鸟外传：萌宝满天飞,"喜剧,动画,家庭",https://p1.meituan.net/movie/b736fa578e5b2efff3a6df0cb4427b9d309636.jpg@464w_644h_1e_1c,2016-09-23,8.9
3025万,"布拉德·皮特,玛丽昂·歌迪亚,马修·古迪,杰瑞德·哈里斯",罗伯特·泽米吉斯,间谍同盟,"爱情,动作,战争",https://p1.meituan.net/movie/544b658c1c0b54c7d36d58e20a7bdb7d131612.jpg@464w_644h_1e_1c,2016-11-30,8.3
2088万,"毛孩,李倩,刘蓓,范伟",刘雨霖,一句顶一万句,剧情,https://p0.meituan.net/movie/44e7bf41b8d9bf7a061b5647bb3f0fc9586345.jpg@464w_644h_1e_1c,2016-11-04,7.6
5358万,"本·斯塔森,伊尔卡·贝桑,迪特·哈勒沃登,马提亚斯·施维赫夫",文森特·凯斯特鲁特,鲁滨逊漂流记,"喜剧,动画,冒险",https://p0.meituan.net/movie/693fce10093566fb3fb3866a7194d0fc670924.jpg@464w_644h_1e_1c,2016-10-04,8.7
3024万,"戚家基,钱嘉乐,林伟,洪天明",Peter,刑警兄弟,"喜剧,动作",https://p0.meituan.net/movie/1ba843cee3eb32722c1141a1fd7386fb261855.jpg@464w_644h_1e_1c,2016-04-22,8.4
2621万,"张国立,姚晨,窦骁,叶一云",张猛,一切都好,"剧情,喜剧,家庭",https://p0.meituan.net/movie/62a21a60adebe6b6d33370144bd2d867406092.jpg@464w_644h_1e_1c,2016-01-01,7.9
3631万,"郭富城,杨子姗,郝蕾,安志杰",吴中天,天亮之前,"剧情,动作,犯罪",https://p1.meituan.net/movie/7c7cdd20d9bed3152273c79ea9355ec8453123.jpg@464w_644h_1e_1c,2016-07-22,8.1
7846万,"钟汉良,李政宰,郎月婷,李彩英",李骏,惊天大逆转,"动作,悬疑,犯罪",https://p1.meituan.net/movie/d73d7441faf3d6c82123a38bd1c7e648331129.jpg@464w_644h_1e_1c,2016-07-15,8.2
669万,"塔伦·埃格顿,休·杰克曼,克里斯托弗·沃肯,蒂姆·麦克纳尼",德克斯特·弗莱彻,飞鹰艾迪,"喜剧,运动,传记",https://p0.meituan.net/movie/49154992fdd6274234d7a03c22fc22c8216535.jpg@464w_644h_1e_1c,2016-03-18,8.8
1.00亿,"赵薇,古天乐,钟汉良,林雪",杜琪峰,三人行,"动作,悬疑,犯罪",https://p1.meituan.net/movie/e30bcffb77f1168821251f2fdc3e8b28283468.jpg@464w_644h_1e_1c,2016-06-24,7.2
2095万,"周柏豪,安琥,洪辰,程媛媛",彭发,妄想症,"恐怖,惊悚,悬疑",https://p0.meituan.net/movie/7248b9068d3a71b94f97f524dcf7d444222917.jpg@464w_644h_1e_1c,2016-05-06,5.8
1.03亿,"瑞安·雷诺兹,凯文·科斯特纳,盖尔·加朵,加里·奥德曼",阿里尔·弗罗门,超脑48小时,"悬疑,动作,剧情",https://p1.meituan.net/movie/f0b9c6e6cbe544536c85c1e435c4f509331326.jpg@464w_644h_1e_1c,2016-05-13,8.2
884万,"曹云金,李菁,周韦彤,马丽",王莉,情况不妙,喜剧,https://p1.meituan.net/movie/16b0c11112559dd6236b0b032d7f5ec7256443.jpg@464w_644h_1e_1c,2016-07-29,7.6
67万,"诺布钍呷,陶多多,曲木古火·秋风,穆怀虎",张蠡,我的圣途,"剧情,冒险,爱情",https://p1.meituan.net/movie/fa8c960d3d09ac6510b0e8d0a9d79d3f144170.jpg@464w_644h_1e_1c,2016-11-03,7.9
438万,"布鲁斯·威利斯,克里斯托弗·米洛尼,戴夫·巴蒂斯塔,艾德里安·格尼尔",史蒂芬·C·米勒,掠夺者,"动作,犯罪",https://p0.meituan.net/movie/55e03b872ef37050590ddb4dc1ad88172813333.jpg@464w_644h_1e_1c,2016-12-23,7.4
1193万,"盖尔·加朵,艾拉·菲舍尔,扎克·加利凡纳基斯,乔恩·哈姆",格雷格·莫托拉,邻家大贱谍,"剧情,喜剧,动作",https://p1.meituan.net/movie/6d8ae415311e1a64f58fd86b830e45e8524410.jpeg@464w_644h_1e_1c,2016-11-08,8.0
551万,"岳松,释彦能,邹兆龙,陈惠敏",岳松,超级保镖,"剧情,动作",https://p0.meituan.net/movie/b815c901b9d72be4e6f9a05db5635063827091.jpg@464w_644h_1e_1c,2016-07-15,7.7
387万,"王良,洪辰,秦雪,李蓓蕾",王良,恐怖禁忌之红旗袍,"悬疑,惊悚,爱情",https://p1.meituan.net/movie/42b56c0b3ee3e65a91174c1ed3f0ba561019790.jpg@464w_644h_1e_1c,2016-03-17,4.2
1345万,"杨颖,阮经天,张超,郝蕾",陈果,谋杀似水年华,"爱情,悬疑",https://p0.meituan.net/movie/5a9c31f32f227fb444152d3ab0bfd339533197.jpg@464w_644h_1e_1c,2016-02-14,6.4
5466万,"沃尔特·道恩,安娜·肯德里克,贾斯汀·汀布莱克,格温·斯蒂芬妮",迈克·米切尔,魔发精灵,"喜剧,动画,家庭",https://p1.meituan.net/movie/b617cc2793287b0d854626f65e981605379119.jpg@464w_644h_1e_1c,2016-10-28,9.0
3531万,"安东尼·霍普金斯,杰弗里·迪恩·摩根,艾比·考尼什,科林·法瑞尔",阿方索·博亚尔特,通灵神探,"惊悚,悬疑,犯罪",https://p0.meituan.net/movie/c2ec850d1c5d99791fc365ee04c07fa3396691.jpg@464w_644h_1e_1c,2016-01-14,7.6
6328万,"赵丽颖,张翰,童菲,丁一宇",郭大雷,女汉子真爱公式,"剧情,喜剧,爱情",https://p1.meituan.net/movie/f241eb5f0143f05ef34a47a12da15230263966.jpg@464w_644h_1e_1c,2016-03-18,8.4
3742万,"陈奕利,舒淇,冯绍峰,宋茜",陈飞宏,我最好朋友的婚礼,"喜剧,爱情",https://p0.meituan.net/movie/9c92c5dd1728423d0b1cb5266d9e1059101139.jpg@464w_644h_1e_1c,2016-08-05,7.6
263万,"王大治,郭金杰,葛晓凤,罗京民",赵小溪,我不是王毛,"喜剧,剧情,黑色电影",https://p0.meituan.net/movie/6c42f00fffedab4d6ec0e3ed7687b8ed228206.jpg@464w_644h_1e_1c,2016-03-11,8.3
817万,"刘潮,苏尚卿,汤水雨,周志强",黄健明,刺猬小子之天生我刺,"喜剧,动画,冒险",https://p0.meituan.net/movie/2a82f272c5ef5360e9a4a28268b58ee53733479.jpg@464w_644h_1e_1c,2016-07-22,8.5
193万,"安迪·加西亚,本·温切尔,玛丽亚·贝罗,麦克·道尔",斯特瓦特·亨德尔,钢铁骑士,"动作,冒险,科幻",https://p0.meituan.net/movie/9ae4841790241cad975e7c7fa7ad943f365561.jpg@464w_644h_1e_1c,2016-11-01,6.4
