box_office,film_actor,film_director,film_name,film_theme,img,release_time,score
3.57亿,"赵英博,任敏,辛云来,章若楠",落落,悲伤逆流成河,"剧情,爱情,家庭",https://p1.meituan.net/movie/e27ff51791134dc9cfd72417af9049af197718.jpg@464w_644h_1e_1c,2018-09-21,9.0
2.61亿,"文章,包贝尔,克拉拉,许君聪",包贝尔,胖子行动队,"喜剧,动作",https://p0.meituan.net/movie/09691a3eaf893179ac69f95bb93ab6445959469.jpg@464w_644h_1e_1c,2018-09-30,8.5
1.72亿,"罗温·艾金森,本·米勒,欧嘉·柯瑞兰寇,杰克·莱西",大卫·科尔,憨豆特工3,"喜剧,动作,冒险",https://p0.meituan.net/movie/677dce9488e154c11afa8fb2fef0725a831453.png@464w_644h_1e_1c,2018-11-23,8.6
6.04亿,"黄才伦,艾伦,宋阳,卢靖姗",吴昱翰,李茶的姑妈,喜剧,https://p1.meituan.net/movie/e561524b7b414d1c62db33552707b0cd712339.jpg@464w_644h_1e_1c,2018-09-30,7.9
319万,"于文文,屈楚萧,孔垂楠,叶子诚",刘畅,二十岁,"剧情,喜剧",https://p0.meituan.net/movie/b90df3d0beccd6da42e7916d107927ac745368.jpg@464w_644h_1e_1c,2018-11-30,6.9
1.27亿,"高山南,山口胜平,山崎和佳奈,小山力也",立川让,名侦探柯南：零的执行人,"动画,动作,悬疑",https://p0.meituan.net/movie/9c8e1889a32db4277d70dc1453fab8f82298212.jpg@464w_644h_1e_1c,2018-11-09,8.4
3.99亿,"埃迪·雷德梅恩,凯瑟琳·沃特森,艾莉森·萨多尔,约翰尼·德普",大卫·叶茨,神奇动物：格林德沃之罪,"冒险,奇幻,家庭",https://p0.meituan.net/movie/5bd4ec1cded88c7cd48f0b58589bd505610552.jpg@464w_644h_1e_1c,2018-11-16,7.6
7.85亿,"陈建斌,任素汐,潘斌龙,章宇",饶晓志,无名之辈,"剧情,喜剧,犯罪",https://p0.meituan.net/movie/3e7696319c840d4890e947b926259d532809641.jpg@464w_644h_1e_1c,2018-11-16,9.1
8013万,"周迅,秦昊,杜江,张子枫",岩井俊二,你好，之华,"剧情,爱情",https://p1.meituan.net/movie/4765ab3397f42fd7f26b30c845bb2a2e7592633.jpg@464w_644h_1e_1c,2018-11-09,7.9
2.85亿,"姚晨,马伊琍,袁文康,吴昊宸",吕乐,找到你,剧情,https://p0.meituan.net/movie/4d9bedd239f41eaf08cd1c4297e4ec7d858156.jpg@464w_644h_1e_1c,2018-10-05,9.0
23.90亿,"乔·罗素,小罗伯特·唐尼,克里斯·海姆斯沃斯,马克·鲁法洛",安东尼·罗素,复仇者联盟3：无限战争,"动作,冒险,科幻",https://p1.meituan.net/movie/266d24fe8567632e078b3717a096d104359095.jpg@464w_644h_1e_1c,2018-05-11,8.9
2.71亿,"菲尔·约翰斯顿,约翰·C·赖利,萨拉·西尔弗曼,克里斯汀·贝尔",瑞奇·摩尔,无敌破坏王2：大闹互联网,"喜剧,动画,冒险",https://p0.meituan.net/movie/600beaeaa9929649f38181d41f2c8578328129.jpg@464w_644h_1e_1c,2018-11-23,8.9
9879万,"秦岚,糸井重里,岛本须美,千叶繁",宫崎骏,龙猫,"动画,冒险,奇幻,家庭",https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,2018-12-14,9.2
18.67亿,"汤姆·哈迪,米歇尔·威廉姆斯,里兹·阿迈德,斯科特·黑兹",鲁本·弗雷斯彻,毒液：致命守护者,"动作,惊悚,科幻",https://p0.meituan.net/movie/363e3a7e614d29b2847ff4e62afcd3f42168651.jpg@464w_644h_1e_1c,2018-11-09,9.2
13.52亿,"杰森·莫玛,艾梅柏·希尔德,妮可·基德曼,帕特里克·威尔森",温子仁,海王,"动作,冒险,奇幻",https://p0.meituan.net/movie/c106904da68edd848afd4a320976d051346321.jpg@464w_644h_1e_1c,2018-12-07,9.4
4261万,"张雪迎,果靖霖,智一桐,周珍",曹保平,狗十三,剧情,https://p0.meituan.net/movie/feb4cd6eb054232b4851a97bbc2a66d51198036.jpg@464w_644h_1e_1c,2018-12-07,8.2
9512万,"托比·凯贝尔,玛姬·格蕾斯,瑞恩·柯万腾,梅丽莎·博洛纳",罗伯·科恩,飓风奇劫,"动作,犯罪,灾难",https://p1.meituan.net/movie/8f187961cf8e35d687c5c9980cd710452451767.jpg@464w_644h_1e_1c,2018-11-02,8.4
6.63亿,"查德维克·博斯曼,迈克尔·B·乔丹,露皮塔·尼永奥,丹娜·奎里拉",瑞恩·库格勒,黑豹,"剧情,动作,科幻",https://p1.meituan.net/movie/65ee71e7b58be81f612f2d28907d5ef01223359.jpg@464w_644h_1e_1c,2018-03-09,8.4
5.55亿,"陈赫,袁弘,娄艺潇,邓家佳",韦正,爱情公寓,"喜剧,爱情",https://p1.meituan.net/movie/5709b4f83a669c0dd8c78461da4ece33208095.jpg@464w_644h_1e_1c,2018-08-10,6.8
2683万,"王晓彤,李晔,洪海天,严丽祯",刘炜,三只小猪2,动画,https://p0.meituan.net/movie/30aff57a6e035d8a147806b4e207b1c67586143.jpg@464w_644h_1e_1c,2018-12-08,8.3
10.52亿,"杰森·斯坦森,李冰冰,雷恩·威尔森,鲁比·罗丝",乔·德特杜巴,巨齿鲨,"动作,冒险,科幻",https://p0.meituan.net/movie/fb91bf43588aecad953d6df0b2b1218e50396.jpg@464w_644h_1e_1c,2018-08-10,8.7
13.97亿,"泰伊·谢里丹,奥利维亚·库克,本·门德尔森,丽娜·维特",史蒂文·斯皮尔伯格,头号玩家,"动作,冒险,科幻",https://p1.meituan.net/movie/821487d6ba33393cb1627fc098e297c3371603.jpg@464w_644h_1e_1c,2018-03-30,9.0
33.98亿,"王宝强,刘昊然,肖央,刘承羽",陈思诚,唐人街探案2,"喜剧,动作,悬疑",https://p1.meituan.net/movie/efb0a5e3989f45c4f3e22108bcc27ed71037307.jpg@464w_644h_1e_1c,2018-02-16,9.0
13.61亿,"井柏然,周冬雨,田壮壮,苏小明",刘若英,后来的我们,"剧情,爱情",https://p0.meituan.net/movie/8c0af864aa72c46eb15c003d46ebfdc8602165.jpg@464w_644h_1e_1c,2018-04-28,8.3
1797万,"赵文卓,安志杰,陈国坤,杜宇航",刘镇伟,功夫联盟,"动作,喜剧,爱情",https://p1.meituan.net/movie/58e4d3d937759c4fe71d70b4e1e67016797055.jpg@464w_644h_1e_1c,2018-10-26,7.3
1.49亿,"拉妮·玛克赫吉,内拉吉·卡比,苏普丽雅·皮尔加卡尔,罗特·萨拉夫",西达尔特·马尔霍特拉,嗝嗝老师,"剧情,喜剧",https://p0.meituan.net/movie/36f1a50b4eae6aa93e3f7a373fb6ee89991083.jpg@464w_644h_1e_1c,2018-10-12,9.4
13.55亿,"黄渤,舒淇,王宝强,张艺兴",黄渤,一出好戏,"剧情,喜剧",https://p0.meituan.net/movie/c6b9bfb37fdb6dc01f700bd3f8d383c92054736.jpg@464w_644h_1e_1c,2018-08-10,8.3
36.51亿,"张译,黄景瑜,海清,杜江",林超贤,红海行动,"剧情,动作",https://p0.meituan.net/movie/4aa41a512c44f4a7d613c05a8d47fbb0411851.jpg@464w_644h_1e_1c,2018-02-16,9.4
1.13亿,"乔·庄斯顿,麦肯吉·弗依,摩根·弗里曼,凯拉·奈特莉",拉斯·霍尔斯道姆,胡桃夹子和四个王国,"动作,冒险,奇幻",https://p0.meituan.net/movie/2721b55eac3ca107bad2af0e18592003431446.jpg@464w_644h_1e_1c,2018-11-02,7.9
12.45亿,"汤姆·克鲁斯,亨利·卡维尔,文·瑞姆斯,西蒙·佩吉",克里斯托弗·麦奎里,碟中谍6：全面瓦解,"动作,惊悚,冒险",https://p0.meituan.net/movie/53e39ceee7bfbada4dc89bd93bbd334b198786.jpg@464w_644h_1e_1c,2018-08-31,9.0
2.17亿,"波伊德·霍布鲁克,奥立薇娅·玛恩,伊冯娜·斯特拉霍夫斯基,雅各布·特瑞布雷",沙恩·布莱克,铁血战士,"动作,冒险,科幻",https://p0.meituan.net/movie/ef18d29a6f6f5841f4a2dfdbcfd60a4b826961.jpg@464w_644h_1e_1c,2018-10-26,7.7
123万,"黄忠坚,张雪菲,阿合特",萧寒,一百年很长吗,纪录片,https://p1.meituan.net/movie/038f914d496faaa1f6c1725445adebea311194.jpg@464w_644h_1e_1c,2018-12-01,8.2
8.32亿,"保罗·路德,伊万杰琳·莉莉,迈克尔·佩纳,沃尔顿·戈金斯",佩顿·里德,蚁人2：黄蜂女现身,"动作,冒险,科幻",https://p1.meituan.net/movie/7a2c3acb1bda2baad8df309b046d0872344909.jpg@464w_644h_1e_1c,2018-08-24,8.8
2471万,"杨幂,郭京飞,李鸿其",刘杰,宝贝儿,剧情,https://p1.meituan.net/movie/2d87ab306c35597e54c7db8b91a9ef24919410.jpg@464w_644h_1e_1c,2018-10-19,5.6
6993万,"赵涛,廖凡,徐峥,梁嘉艳",贾樟柯,江湖儿女,"爱情,犯罪",https://p0.meituan.net/movie/23186acc67b7e28c64391806f45e0e111024700.jpg@464w_644h_1e_1c,2018-09-21,7.7
22.37亿,"梁朝伟,白百何,井柏然,李宇春",许诚毅,捉妖记2,"喜剧,奇幻",https://p1.meituan.net/movie/ddbaa3f31cdbdfa6cd72721de63545021032555.jpg@464w_644h_1e_1c,2018-02-16,8.1
7.27亿,"郭富城,冯绍峰,赵丽颖,小沈阳",郑保瑞,西游记女儿国,"喜剧,爱情,动作",https://p0.meituan.net/movie/bfd371ed5c7290ca47a41e45e36dfe43963033.jpg@464w_644h_1e_1c,2018-02-16,7.9
1278万,"吴克群,周依然,周键铭,苏士为",吴克群,为你写诗,"喜剧,爱情,奇幻",https://p1.meituan.net/movie/165ecdbfceef6b83ec7dc8f2f6abf7158073369.jpg@464w_644h_1e_1c,2018-10-26,7.9
6.70亿,"道恩·强森,昆凌,文峰,黄经汉",罗森·马歇尔·瑟伯,摩天营救,"动作,惊悚,冒险",https://p0.meituan.net/movie/ee2e68492504b2390ce246f1e8e6d8ba1550779.jpg@464w_644h_1e_1c,2018-07-20,9.1
447万,"滨边美波,北村匠海,北川景子,小栗旬",月川翔,念念手纪,"剧情,爱情",https://p0.meituan.net/movie/0bf080e7c457228fa4e445d4a68d33762632493.png@464w_644h_1e_1c,2018-09-14,8.7
2.24亿,"亚当·桑德勒,赛琳娜·戈麦斯,凯瑟琳·哈恩,安迪·萨姆伯格",格恩迪·塔塔科夫斯基,精灵旅社3：疯狂假期,"喜剧,动画,奇幻",https://p0.meituan.net/movie/830459ae19f5cacac0dd21dba56caf031867206.jpg@464w_644h_1e_1c,2018-08-17,8.7
6.33亿,"约翰·博耶加,斯科特·伊斯特伍德,景甜,卡莉·史派妮",斯蒂文·S·迪奈特,环太平洋：雷霆再起,"动作,冒险,科幻",https://p0.meituan.net/movie/9b848fd928c20cee697e6d44727271a7342771.jpg@464w_644h_1e_1c,2018-03-23,8.1
4.43亿,"古天乐,张智霖,郑嘉颖,邓丽欣",林德禄,反贪风暴3,"剧情,动作,犯罪",https://p0.meituan.net/movie/8d6af74467f85d48a06a1a3c21fc833c1032664.jpg@464w_644h_1e_1c,2018-09-14,8.8
9.00亿,"雷佳音,佟丽娅,徐峥,张衣",苏伦,超时空同居,"喜剧,爱情,奇幻",https://p0.meituan.net/movie/f193e43ca706aa6bc6a26d6f53f0115a5315542.jpg@464w_644h_1e_1c,2018-05-18,8.7
244万,"容中尔甲,尼玛颂宋,赛却加,廖希",松太加,阿拉姜色,剧情,https://p0.meituan.net/movie/c0e71efcbb4d16a350d6b6806da07f0d4635199.jpg@464w_644h_1e_1c,2018-10-26,8.7
3.17亿,"郑伊健,陈小春,谢天华,钱嘉乐",钱嘉乐,黄金兄弟,"剧情,动作,犯罪",https://p0.meituan.net/movie/e29fb71e905e5162fcd3f427f514437a676686.jpg@464w_644h_1e_1c,2018-09-21,8.4
105万,"郑伊健,贾青,于荣光,谢天华",吕柯憬,三国杀·幻,"爱情,动作,悬疑",https://p1.meituan.net/movie/43581d8d9a94bbb994704ae740341e8b15384219.jpg@464w_644h_1e_1c,2018-11-09,7.0
3.54亿,"格雷格·T·尼尔森,霍利·亨特,莎拉·沃威尔,赫克·米尔纳",布拉德·伯德,超人总动员2,"动画,动作,冒险",https://p1.meituan.net/movie/6383f5cb72f994370f9e817eaa495aaf428644.jpg@464w_644h_1e_1c,2018-06-22,8.9
6.06亿,"林汇达,张伟,张秉君,谭笑",丁亮,熊出没·变形记,"喜剧,动画,冒险",https://p1.meituan.net/movie/882f3e6cee7121499f17906664dbf00a232148.jpg@464w_644h_1e_1c,2018-02-16,9.1
5351万,"朱塞佩·巴蒂斯通,安娜·福列塔,马可·贾利尼,爱德华多·莱奥",保罗·格诺维塞,完美陌生人,剧情,https://p0.meituan.net/movie/42f04235cd6a27d343a3a1ef045a0662528503.jpg@464w_644h_1e_1c,2018-05-25,8.5
3502万,"董子健,钟楚曦,春夏,袁福福",柯孟融,脱单告急,"剧情,喜剧,爱情",https://p0.meituan.net/movie/50fc70e63364f92ff540ef02d26f8102631867.jpg@464w_644h_1e_1c,2018-04-20,8.4
4707万,"郑润奇,郑鹏生,张咏娴,林俊鑫",蓝鸿春,爸，我一定行的,"剧情,喜剧",https://p1.meituan.net/movie/f9e3e277d182ac4330eb10af630f536c1491832.jpg@464w_644h_1e_1c,2018-08-24,9.0
1.58亿,"刘纯燕,董浩,鞠萍,红果果",何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,"动画,冒险,奇幻",https://p1.meituan.net/movie/587c0648d34fa2f468a4ca2bfb151562295024.jpg@464w_644h_1e_1c,2018-07-06,8.6
1.92亿,"雅各布·特瑞布雷,朱莉娅·罗伯茨,欧文·威尔逊,伊扎贝拉·维多维奇",斯蒂芬·卓博斯基,奇迹男孩,"剧情,家庭",https://p0.meituan.net/movie/862563dfea65ac947a149ce466f7f1771014432.jpg@464w_644h_1e_1c,2018-01-19,9.2
6608万,"娜塔莉·波特曼,詹妮弗·杰森·李,吉娜·罗德里格兹,泰莎·汤普森",亚历克斯·嘉兰,湮灭,"剧情,动作,科幻",https://p1.meituan.net/movie/1a257d4b8d88dfd4633e75097292153e277967.jpg@464w_644h_1e_1c,2018-04-13,7.3
7677万,"李扬,胡谦,蒋可,李晔",刘炜,阿凡提之奇缘历险,"动画,冒险",https://p0.meituan.net/movie/4477a4fe6686628aeb9fd0160e5a66391239928.jpg@464w_644h_1e_1c,2018-10-01,8.5
222万,,薛玉峥,两个俏公主,"动画,奇幻,家庭",https://p0.meituan.net/movie/e7999cc17fc50cfc4d62b8d6fc0b7723220262.jpg@464w_644h_1e_1c,2018-11-10,7.6
85万,"蔡凡熙,项婕如,谢金燕,刘奕儿",苏文圣,有五个姐姐的我就注定要单身了啊,"喜剧,爱情",https://p1.meituan.net/movie/c8dddd645fd0484e26126e394ef85c91595517.jpg@464w_644h_1e_1c,2018-11-16,7.1
359万,"埃迪·雷德梅恩,汤姆·希德勒斯顿,麦茜·威廉姆斯,理查德·艾欧阿德",尼克·帕克,无敌原始人,"喜剧,动画,冒险",https://p1.meituan.net/movie/e6c4cddb4074ef35e5ec575591dbd6c11594297.jpg@464w_644h_1e_1c,2018-10-19,7.9
2.86亿,"萨尔曼·汗,卡琳娜·卡普,哈莎莉·马洛特拉,纳瓦祖丁·席迪圭",卡比尔·汗,小萝莉的猴神大叔,"剧情,喜剧",https://p1.meituan.net/movie/f042762fa4a975501b69d4f6af6520341035964.jpg@464w_644h_1e_1c,2018-03-02,9.5
9675万,"中川雅也,安藤樱,松冈茉优,池松壮亮",是枝裕和,小偷家族,"剧情,犯罪",https://p1.meituan.net/movie/cc2c4e83b1cf4c04f8777af04abaa9fe340804.jpg@464w_644h_1e_1c,2018-08-03,8.1
6014万,"Cassandra,Kristen,Chris,Bob",林恩·萨瑟兰,新灰姑娘,"动画,冒险,奇幻",https://p0.meituan.net/movie/b1297c824926bec27a58315b1f4ca8641198835.jpg@464w_644h_1e_1c,2018-10-01,8.1
1.46亿,"甄子丹,陈乔恩,喻亢,骆明劼",阚家伟,大师兄,"喜剧,动作",https://p1.meituan.net/movie/091f305b0a415080d5cb3a0a470d0763431429.jpg@464w_644h_1e_1c,2018-08-24,8.6
7503万,"杰森·雷西格,赞达亚·科尔曼,查宁·塔图姆,吉娜·罗德里格兹",格伦·费卡拉,雪怪大冒险,"喜剧,动画,奇幻",https://p0.meituan.net/movie/5a0278ef183a81f36d067521bcb191e81044827.jpg@464w_644h_1e_1c,2018-10-19,9.2
9461万,"阿克谢·库玛尔,布米·佩德卡尔,阿努潘·凯尔,萨钦·克德卡",什里·那拉扬·辛,厕所英雄,"剧情,爱情",https://p1.meituan.net/movie/899b0a8c57fc44e93e83b9f0dae649f1767221.jpg@464w_644h_1e_1c,2018-06-08,8.5
1.13亿,"路知行,阎萌萌,褚珺,山新",刘阔,风语咒,"动画,冒险,奇幻",https://p1.meituan.net/movie/3362746d1bbc428e6d68ba054725fba0281231.jpg@464w_644h_1e_1c,2018-08-03,9.0
2.09亿,"水田山葵,大原惠美,嘉数由美,木村昴",今井一晓,哆啦A梦：大雄的金银岛,"动画,冒险",https://p0.meituan.net/movie/37534bc363906ab61233c089d1db47ac1093181.jpg@464w_644h_1e_1c,2018-06-01,8.2
2.04亿,"小沈阳,潘斌龙,宋芸桦,刘桦",小沈阳,猛虫过江,"喜剧,动作",https://p0.meituan.net/movie/5fd19e095c4ac795cc291179356152c52921178.jpg@464w_644h_1e_1c,2018-06-15,8.1
2.10亿,"伊尔凡·可汗,萨巴·卡玛尔,内哈·迪胡皮阿,迪帕克·迪布里亚尔",萨基特·乔杜里,起跑线,"剧情,喜剧",https://p0.meituan.net/movie/cf9ff1aad19254d99aae31cd53065a271370654.jpg@464w_644h_1e_1c,2018-04-04,9.0
2828万,"迈克尔·泽姆巴利斯特,凯文·德·保拉,贝利,索·豪黑",杰夫·泽姆巴利斯特,传奇的诞生,剧情,https://p1.meituan.net/movie/4d7a0f8cdf3358851f7cf365c7007f3b1832512.jpg@464w_644h_1e_1c,2018-09-07,9.3
1.05亿,"莎莉·霍金斯,迈克尔·珊农,理查德·詹金斯,道格·琼斯",吉尔莫·德尔·托罗,水形物语,"剧情,爱情,奇幻",https://p0.meituan.net/movie/a77e2247cfb7faecb5960711510baabf408181.jpg@464w_644h_1e_1c,2018-03-16,8.0
1.15亿,"柯蒂·斯密特-麦菲,蕾奥娜·维埃拉,娜塔莎·迈尔兹,延斯·赫尔腾",艾尔伯特·休斯,阿尔法：狼伴归途,"动作,冒险,家庭",https://p1.meituan.net/movie/77ecd75ac1b622d326b82a157b0cd593290526.jpg@464w_644h_1e_1c,2018-09-07,8.3
4.81亿,,卫铁,厉害了，我的国,纪录片,https://p1.meituan.net/movie/92b3426ac9a67fdcf503d02549e1aa7c3532120.jpg@464w_644h_1e_1c,2018-03-02,9.6
3723万,"克里斯·詹金斯,赵路,武皓栋,殷筱瑜",赵锐,妈妈咪鸭,"动画,冒险,家庭",https://p0.meituan.net/movie/5df9d7c3bc2e92bda95196162ab468a6252862.jpg@464w_644h_1e_1c,2018-03-09,8.8
3.15亿,"迪伦·奥布莱恩,卡雅·斯考达里奥,托马斯·布罗迪-桑斯特,李起弘",韦斯·鲍尔,移动迷宫3：死亡解药,"动作,惊悚,科幻",https://p0.meituan.net/movie/16b410d5c58fce6b76c14775d946c3cc310492.jpg@464w_644h_1e_1c,2018-01-26,8.0
1.01亿,"休·杰克曼,扎克·埃夫隆,米歇尔·威廉姆斯,丽贝卡·弗格森",迈克尔·格雷西,马戏之王,"剧情,传记,歌舞",https://p0.meituan.net/movie/18121bb13bd8b36243a871d075bcc80c1015601.jpg@464w_644h_1e_1c,2018-02-01,8.9
209万,"董方辰,玛丽·布奈尔,童菲,罗宾·希纳西",万沥方,暮光巴黎,"剧情,爱情,奇幻",https://p0.meituan.net/movie/ca5b1c53037e91473d08a41dbf79c9391838852.jpg@464w_644h_1e_1c,2018-10-26,6.8
1.53亿,"梁朝伟,吴亦凡,唐嫣,杜鹃",马楚成,欧洲攻略,"爱情,喜剧,动作",https://p0.meituan.net/movie/96c004133cab57fa8cd2f35ca9a8ae8c1023915.jpg@464w_644h_1e_1c,2018-08-17,7.3
5425万,"宋洋,姜武,袁文康,谭卓",忻钰坤,暴裂无声,"惊悚,悬疑,犯罪",https://p1.meituan.net/movie/95364a6d32edc101bed9c9e9226907dc400367.jpg@464w_644h_1e_1c,2018-04-04,8.1
3.59亿,"徐峥,王丽坤,王砚辉,段博文",任鹏远,幕后玩家,"剧情,悬疑,犯罪",https://p0.meituan.net/movie/90c0d962d127ce8b11ec616795e91b0e6893141.jpg@464w_644h_1e_1c,2018-04-28,8.4
2.21亿,"艾米莉·布朗特,约翰·卡拉辛斯基,诺亚·尤佩,米利森特·西蒙兹",约翰·卡拉辛斯基,寂静之地,"剧情,恐怖,惊悚",https://p1.meituan.net/movie/dc07682883ccbcdfb3ae532e2a90d4ff1342251.jpg@464w_644h_1e_1c,2018-05-18,7.7
1686万,"弗拉季米尔·弗多维琴科夫,柳波芙·阿克肖诺娃,欧克萨娜·范德拉,玛丽亚·米罗诺娃",克利姆·希片科,太空救援,"动作,冒险,科幻",https://p0.meituan.net/movie/39b595c3eaad1ccf078caa6c89d05db42732032.jpg@464w_644h_1e_1c,2018-01-12,8.3
7684万,"帕拉巴斯,拉纳·达格巴提,安努舒卡·谢蒂,挲塞亚拉杰",S·S·拉贾穆里,巴霍巴利王2：终结,"剧情,动作,奇幻",https://p1.meituan.net/movie/8f9c65bfa7456d97ce7a2d9be5169880364545.jpg@464w_644h_1e_1c,2018-05-04,8.8
137万,"高朋,秦语,曾淇,赵艺",刘鼎业,开学悸,"惊悚,悬疑",https://p0.meituan.net/movie/85d64dfb13457373746423eec44834774080120.jpg@464w_644h_1e_1c,2018-11-09,5.6
122万,"约翰·库萨克,塞缪尔·杰克逊,伊莎贝拉·弗尔曼,Clark",托德·威廉姆斯,夺命来电,"恐怖,灾难",https://p0.meituan.net/movie/4253464d63b50a031d708ad0ed2d6d902171324.jpg@464w_644h_1e_1c,2018-04-13,6.6
234万,"毕志飞,朱哲健,李彦漫,张芷榕",毕志飞,纯洁心灵·逐梦演艺圈,"剧情,喜剧",https://p0.meituan.net/movie/d464ffaef966e1d8975d47d40f151bc4318381.jpg@464w_644h_1e_1c,2018-02-09,6.8
1.06亿,"阿尔登·埃伦瑞奇,艾米莉亚·克拉克,唐纳德·格洛弗,伍迪·哈里森",朗·霍华德,游侠索罗：星球大战外传,"动作,科幻",https://p0.meituan.net/movie/eed84f84bdc14294c84d9b1671925a9b4594458.jpg@464w_644h_1e_1c,2018-05-25,8.1
312万,"佐藤健,土屋太凤,北村一辉,浜野谦太",濑濑敬久,跨越8年的新娘,"剧情,爱情",https://p0.meituan.net/movie/66a8a0cc82fa95f9acc67a13acfa47d55491264.jpg@464w_644h_1e_1c,2018-10-19,8.7
4851万,"堺雅人,高畑充希,堤真一,安藤樱",山崎贵,镰仓物语,"剧情,奇幻",https://p1.meituan.net/movie/87c08f9f04cd83a15e8d02368e8736ad1371462.jpg@464w_644h_1e_1c,2018-09-14,8.5
1974万,"张国荣,张曼玉,刘德华,刘嘉玲",王家卫,阿飞正传,"剧情,爱情,犯罪",https://p0.meituan.net/movie/885fc379c614a2b4175587b95ac98eb95045650.jpg@464w_644h_1e_1c,2018-06-25,8.8
3614万,"萨尔曼·汗,安努舒卡·莎玛,兰迪普·弘达,马雷塞·克伦普",阿里·阿巴斯·札法,苏丹,"剧情,爱情,动作",https://p1.meituan.net/movie/81c618559f2d01913c8f0116d7644e2b4695454.jpg@464w_644h_1e_1c,2018-08-31,9.2
2.34亿,"赵又廷,杨子姗",吴有音,南极之恋,"爱情,冒险",https://p1.meituan.net/movie/b108468670aeaf1807182f832b17e37c1616889.jpg@464w_644h_1e_1c,2018-02-01,8.9
1412万,"王力宏,宋茜,高以翔,高圣远",雷尼·哈林,古剑奇谭之流月昭明,"奇幻,动作",https://p0.meituan.net/movie/b83843ea72a45c39559cc144df333c0a14845448.jpg@464w_644h_1e_1c,2018-10-01,7.7
6499万,"弗兰西斯·麦克多蒙德,伍迪·哈里森,山姆·洛克威尔,艾比·考尼什",马丁·麦克唐纳,三块广告牌,"剧情,犯罪",https://p1.meituan.net/movie/20e79043b6c5c11992e033bd182fae8b1032014.jpg@464w_644h_1e_1c,2018-03-02,8.6
6172万,"米拉·库尼斯,凯特·麦克金农,贾斯汀·塞洛克斯,萨姆·修汉",苏珊娜·福格尔,我的间谍前男友,"喜剧,动作",https://p0.meituan.net/movie/238de53af8fd65ed76fea870cfc6a260287400.jpg@464w_644h_1e_1c,2018-10-19,8.1
